Iteration,Flip,Total_Tails,Ratio
72321,T,36044,0.4984
72322,H,36044,0.4984
72323,T,36045,0.4984
72324,H,36045,0.4984
72325,H,36045,0.4984
72326,H,36045,0.4984
72327,T,36046,0.4984
72328,H,36046,0.4984
72329,H,36046,0.4984
72330,T,36047,0.4984
72331,H,36047,0.4984
72332,H,36047,0.4984
72333,T,36048,0.4984
72334,T,36049,0.4984
72335,H,36049,0.4984
72336,T,36050,0.4984
72337,H,36050,0.4984
72338,H,36050,0.4984
72339,H,36050,0.4983
72340,H,36050,0.4983
72341,H,36050,0.4983
72342,H,36050,0.4983
72343,T,36051,0.4983
72344,T,36052,0.4983
72345,T,36053,0.4983
72346,T,36054,0.4984
72347,T,36055,0.4984
72348,T,36056,0.4984
72349,H,36056,0.4984
72350,T,36057,0.4984
72351,T,36058,0.4984
72352,T,36059,0.4984
72353,T,36060,0.4984
72354,T,36061,0.4984
72355,H,36061,0.4984
72356,T,36062,0.4984
72357,H,36062,0.4984
72358,H,36062,0.4984
72359,T,36063,0.4984
72360,H,36063,0.4984
72361,T,36064,0.4984
72362,H,36064,0.4984
72363,H,36064,0.4984
72364,T,36065,0.4984
72365,T,36066,0.4984
72366,H,36066,0.4984
72367,H,36066,0.4984
72368,T,36067,0.4984
72369,T,36068,0.4984
72370,H,36068,0.4984
72371,H,36068,0.4984
72372,T,36069,0.4984
72373,T,36070,0.4984
72374,H,36070,0.4984
72375,T,36071,0.4984
72376,H,36071,0.4984
72377,T,36072,0.4984
72378,H,36072,0.4984
72379,T,36073,0.4984
72380,T,36074,0.4984
72381,H,36074,0.4984
72382,T,36075,0.4984
72383,H,36075,0.4984
72384,T,36076,0.4984
72385,T,36077,0.4984
72386,H,36077,0.4984
72387,T,36078,0.4984
72388,T,36079,0.4984
72389,T,36080,0.4984
72390,H,36080,0.4984
72391,T,36081,0.4984
72392,T,36082,0.4984
72393,T,36083,0.4984
72394,T,36084,0.4984
72395,T,36085,0.4984
72396,H,36085,0.4984
72397,T,36086,0.4984
72398,T,36087,0.4985
72399,T,36088,0.4985
72400,T,36089,0.4985
72401,T,36090,0.4985
72402,T,36091,0.4985
72403,H,36091,0.4985
72404,H,36091,0.4985
72405,H,36091,0.4985
72406,H,36091,0.4985
72407,H,36091,0.4984
72408,H,36091,0.4984
72409,T,36092,0.4984
72410,T,36093,0.4985
72411,T,36094,0.4985
72412,T,36095,0.4985
72413,H,36095,0.4985
72414,T,36096,0.4985
72415,H,36096,0.4985
72416,H,36096,0.4985
72417,H,36096,0.4984
72418,T,36097,0.4985
72419,H,36097,0.4984
72420,T,36098,0.4985
72421,H,36098,0.4984
72422,T,36099,0.4985
72423,H,36099,0.4984
72424,H,36099,0.4984
72425,T,36100,0.4984
72426,H,36100,0.4984
72427,T,36101,0.4984
72428,H,36101,0.4984
72429,H,36101,0.4984
72430,H,36101,0.4984
72431,T,36102,0.4984
72432,H,36102,0.4984
72433,T,36103,0.4984
72434,T,36104,0.4984
72435,H,36104,0.4984
72436,T,36105,0.4984
72437,H,36105,0.4984
72438,T,36106,0.4984
72439,T,36107,0.4984
72440,H,36107,0.4984
72441,H,36107,0.4984
72442,T,36108,0.4984
72443,H,36108,0.4984
72444,H,36108,0.4984
72445,T,36109,0.4984
72446,T,36110,0.4984
72447,T,36111,0.4984
72448,T,36112,0.4985
72449,T,36113,0.4985
72450,H,36113,0.4985
72451,T,36114,0.4985
72452,T,36115,0.4985
72453,T,36116,0.4985
72454,H,36116,0.4985
72455,T,36117,0.4985
72456,T,36118,0.4985
72457,T,36119,0.4985
72458,T,36120,0.4985
72459,T,36121,0.4985
72460,T,36122,0.4985
72461,T,36123,0.4985
72462,H,36123,0.4985
72463,T,36124,0.4985
72464,T,36125,0.4985
72465,H,36125,0.4985
72466,H,36125,0.4985
72467,T,36126,0.4985
72468,H,36126,0.4985
72469,H,36126,0.4985
72470,T,36127,0.4985
72471,T,36128,0.4985
72472,T,36129,0.4985
72473,T,36130,0.4985
72474,T,36131,0.4985
72475,T,36132,0.4985
72476,T,36133,0.4986
72477,T,36134,0.4986
72478,H,36134,0.4986
72479,H,36134,0.4985
72480,H,36134,0.4985
72481,H,36134,0.4985
72482,T,36135,0.4985
72483,T,36136,0.4985
72484,T,36137,0.4986
72485,H,36137,0.4985
72486,T,36138,0.4986
72487,H,36138,0.4985
72488,H,36138,0.4985
72489,T,36139,0.4985
72490,H,36139,0.4985
72491,H,36139,0.4985
72492,T,36140,0.4985
72493,H,36140,0.4985
72494,H,36140,0.4985
72495,H,36140,0.4985
72496,T,36141,0.4985
72497,T,36142,0.4985
72498,H,36142,0.4985
72499,H,36142,0.4985
72500,T,36143,0.4985
72501,T,36144,0.4985
72502,H,36144,0.4985
72503,T,36145,0.4985
72504,H,36145,0.4985
72505,H,36145,0.4985
72506,H,36145,0.4985
72507,T,36146,0.4985
72508,H,36146,0.4985
72509,T,36147,0.4985
72510,T,36148,0.4985
72511,H,36148,0.4985
72512,T,36149,0.4985
72513,T,36150,0.4985
72514,H,36150,0.4985
72515,H,36150,0.4985
72516,T,36151,0.4985
72517,T,36152,0.4985
72518,H,36152,0.4985
72519,H,36152,0.4985
72520,T,36153,0.4985
72521,T,36154,0.4985
72522,T,36155,0.4985
72523,T,36156,0.4985
72524,T,36157,0.4986
72525,T,36158,0.4986
72526,T,36159,0.4986
72527,H,36159,0.4986
72528,T,36160,0.4986
72529,H,36160,0.4986
72530,H,36160,0.4986
72531,H,36160,0.4985
72532,H,36160,0.4985
72533,H,36160,0.4985
72534,T,36161,0.4985
72535,H,36161,0.4985
72536,H,36161,0.4985
72537,H,36161,0.4985
72538,T,36162,0.4985
72539,H,36162,0.4985
72540,T,36163,0.4985
72541,T,36164,0.4985
72542,T,36165,0.4985
72543,H,36165,0.4985
72544,T,36166,0.4985
72545,T,36167,0.4985
72546,T,36168,0.4986
72547,T,36169,0.4986
72548,T,36170,0.4986
72549,H,36170,0.4986
72550,T,36171,0.4986
72551,T,36172,0.4986
72552,H,36172,0.4986
72553,T,36173,0.4986
72554,H,36173,0.4986
72555,T,36174,0.4986
72556,T,36175,0.4986
72557,T,36176,0.4986
72558,H,36176,0.4986
72559,T,36177,0.4986
72560,T,36178,0.4986
72561,T,36179,0.4986
72562,T,36180,0.4986
72563,H,36180,0.4986
72564,T,36181,0.4986
72565,T,36182,0.4986
72566,T,36183,0.4986
72567,H,36183,0.4986
72568,T,36184,0.4986
72569,T,36185,0.4986
72570,H,36185,0.4986
72571,T,36186,0.4986
72572,H,36186,0.4986
72573,H,36186,0.4986
72574,T,36187,0.4986
72575,H,36187,0.4986
72576,T,36188,0.4986
72577,T,36189,0.4986
72578,H,36189,0.4986
72579,H,36189,0.4986
72580,T,36190,0.4986
72581,H,36190,0.4986
72582,T,36191,0.4986
72583,H,36191,0.4986
72584,T,36192,0.4986
72585,T,36193,0.4986
72586,H,36193,0.4986
72587,T,36194,0.4986
72588,H,36194,0.4986
72589,H,36194,0.4986
72590,H,36194,0.4986
72591,H,36194,0.4986
72592,H,36194,0.4986
72593,H,36194,0.4986
72594,T,36195,0.4986
72595,H,36195,0.4986
72596,T,36196,0.4986
72597,H,36196,0.4986
72598,T,36197,0.4986
72599,T,36198,0.4986
72600,H,36198,0.4986
72601,T,36199,0.4986
72602,H,36199,0.4986
72603,H,36199,0.4986
72604,T,36200,0.4986
72605,H,36200,0.4986
72606,T,36201,0.4986
72607,H,36201,0.4986
72608,H,36201,0.4986
72609,T,36202,0.4986
72610,T,36203,0.4986
72611,H,36203,0.4986
72612,T,36204,0.4986
72613,T,36205,0.4986
72614,T,36206,0.4986
72615,T,36207,0.4986
72616,H,36207,0.4986
72617,H,36207,0.4986
72618,T,36208,0.4986
72619,H,36208,0.4986
72620,H,36208,0.4986
72621,T,36209,0.4986
72622,H,36209,0.4986
72623,T,36210,0.4986
72624,H,36210,0.4986
72625,H,36210,0.4986
72626,H,36210,0.4986
72627,T,36211,0.4986
72628,T,36212,0.4986
72629,T,36213,0.4986
72630,H,36213,0.4986
72631,H,36213,0.4986
72632,T,36214,0.4986
72633,T,36215,0.4986
72634,H,36215,0.4986
72635,H,36215,0.4986
72636,T,36216,0.4986
72637,H,36216,0.4986
72638,T,36217,0.4986
72639,H,36217,0.4986
72640,T,36218,0.4986
72641,H,36218,0.4986
72642,T,36219,0.4986
72643,H,36219,0.4986
72644,T,36220,0.4986
72645,H,36220,0.4986
72646,T,36221,0.4986
72647,T,36222,0.4986
72648,T,36223,0.4986
72649,T,36224,0.4986
72650,H,36224,0.4986
72651,H,36224,0.4986
72652,T,36225,0.4986
72653,T,36226,0.4986
72654,T,36227,0.4986
72655,H,36227,0.4986
72656,T,36228,0.4986
72657,T,36229,0.4986
72658,T,36230,0.4986
72659,T,36231,0.4986
72660,T,36232,0.4987
72661,T,36233,0.4987
72662,H,36233,0.4987
72663,T,36234,0.4987
72664,H,36234,0.4987
72665,T,36235,0.4987
72666,T,36236,0.4987
72667,T,36237,0.4987
72668,T,36238,0.4987
72669,T,36239,0.4987
72670,H,36239,0.4987
72671,H,36239,0.4987
72672,T,36240,0.4987
72673,T,36241,0.4987
72674,T,36242,0.4987
72675,H,36242,0.4987
72676,H,36242,0.4987
72677,H,36242,0.4987
72678,H,36242,0.4987
72679,H,36242,0.4987
72680,T,36243,0.4987
72681,H,36243,0.4987
72682,H,36243,0.4987
72683,T,36244,0.4987
72684,H,36244,0.4987
72685,T,36245,0.4987
72686,T,36246,0.4987
72687,T,36247,0.4987
72688,H,36247,0.4987
72689,T,36248,0.4987
72690,T,36249,0.4987
72691,T,36250,0.4987
72692,H,36250,0.4987
72693,T,36251,0.4987
72694,H,36251,0.4987
72695,H,36251,0.4987
72696,T,36252,0.4987
72697,H,36252,0.4987
72698,H,36252,0.4987
72699,H,36252,0.4987
72700,T,36253,0.4987
72701,T,36254,0.4987
72702,H,36254,0.4987
72703,H,36254,0.4987
72704,T,36255,0.4987
72705,H,36255,0.4987
72706,T,36256,0.4987
72707,T,36257,0.4987
72708,T,36258,0.4987
72709,T,36259,0.4987
72710,T,36260,0.4987
72711,T,36261,0.4987
72712,H,36261,0.4987
72713,H,36261,0.4987
72714,H,36261,0.4987
72715,T,36262,0.4987
72716,H,36262,0.4987
72717,T,36263,0.4987
72718,H,36263,0.4987
72719,H,36263,0.4987
72720,T,36264,0.4987
72721,T,36265,0.4987
72722,H,36265,0.4987
72723,T,36266,0.4987
72724,T,36267,0.4987
72725,H,36267,0.4987
72726,T,36268,0.4987
72727,H,36268,0.4987
72728,H,36268,0.4987
72729,T,36269,0.4987
72730,H,36269,0.4987
72731,T,36270,0.4987
72732,H,36270,0.4987
72733,T,36271,0.4987
72734,T,36272,0.4987
72735,T,36273,0.4987
72736,T,36274,0.4987
72737,H,36274,0.4987
72738,T,36275,0.4987
72739,H,36275,0.4987
72740,T,36276,0.4987
72741,T,36277,0.4987
72742,H,36277,0.4987
72743,H,36277,0.4987
72744,H,36277,0.4987
72745,T,36278,0.4987
72746,H,36278,0.4987
72747,H,36278,0.4987
72748,H,36278,0.4987
72749,T,36279,0.4987
72750,T,36280,0.4987
72751,H,36280,0.4987
72752,T,36281,0.4987
72753,H,36281,0.4987
72754,T,36282,0.4987
72755,T,36283,0.4987
72756,T,36284,0.4987
72757,T,36285,0.4987
72758,T,36286,0.4987
72759,T,36287,0.4987
72760,H,36287,0.4987
72761,T,36288,0.4987
72762,T,36289,0.4987
72763,H,36289,0.4987
72764,H,36289,0.4987
72765,T,36290,0.4987
72766,T,36291,0.4987
72767,H,36291,0.4987
72768,T,36292,0.4987
72769,T,36293,0.4987
72770,T,36294,0.4987
72771,T,36295,0.4988
72772,T,36296,0.4988
72773,T,36297,0.4988
72774,T,36298,0.4988
72775,T,36299,0.4988
72776,T,36300,0.4988
72777,H,36300,0.4988
72778,T,36301,0.4988
72779,H,36301,0.4988
72780,T,36302,0.4988
72781,T,36303,0.4988
72782,T,36304,0.4988
72783,T,36305,0.4988
72784,H,36305,0.4988
72785,T,36306,0.4988
72786,T,36307,0.4988
72787,T,36308,0.4988
72788,T,36309,0.4988
72789,H,36309,0.4988
72790,T,36310,0.4988
72791,T,36311,0.4988
72792,H,36311,0.4988
72793,H,36311,0.4988
72794,H,36311,0.4988
72795,H,36311,0.4988
72796,T,36312,0.4988
72797,T,36313,0.4988
72798,H,36313,0.4988
72799,H,36313,0.4988
72800,T,36314,0.4988
72801,H,36314,0.4988
72802,H,36314,0.4988
72803,H,36314,0.4988
72804,H,36314,0.4988
72805,H,36314,0.4988
72806,H,36314,0.4988
72807,T,36315,0.4988
72808,H,36315,0.4988
72809,T,36316,0.4988
72810,T,36317,0.4988
72811,T,36318,0.4988
72812,T,36319,0.4988
72813,H,36319,0.4988
72814,T,36320,0.4988
72815,H,36320,0.4988
72816,H,36320,0.4988
72817,T,36321,0.4988
72818,H,36321,0.4988
72819,T,36322,0.4988
72820,H,36322,0.4988
72821,T,36323,0.4988
72822,H,36323,0.4988
72823,T,36324,0.4988
72824,H,36324,0.4988
72825,H,36324,0.4988
72826,H,36324,0.4988
72827,H,36324,0.4988
72828,H,36324,0.4988
72829,H,36324,0.4988
72830,T,36325,0.4988
72831,H,36325,0.4988
72832,T,36326,0.4988
72833,T,36327,0.4988
72834,T,36328,0.4988
72835,T,36329,0.4988
72836,H,36329,0.4988
72837,H,36329,0.4988
72838,T,36330,0.4988
72839,T,36331,0.4988
72840,T,36332,0.4988
72841,T,36333,0.4988
72842,H,36333,0.4988
72843,H,36333,0.4988
72844,T,36334,0.4988
72845,T,36335,0.4988
72846,T,36336,0.4988
72847,T,36337,0.4988
72848,T,36338,0.4988
72849,H,36338,0.4988
72850,T,36339,0.4988
72851,T,36340,0.4988
72852,H,36340,0.4988
72853,H,36340,0.4988
72854,T,36341,0.4988
72855,H,36341,0.4988
72856,H,36341,0.4988
72857,H,36341,0.4988
72858,H,36341,0.4988
72859,T,36342,0.4988
72860,H,36342,0.4988
72861,H,36342,0.4988
72862,H,36342,0.4988
72863,T,36343,0.4988
72864,H,36343,0.4988
72865,T,36344,0.4988
72866,H,36344,0.4988
72867,H,36344,0.4988
72868,H,36344,0.4988
72869,T,36345,0.4988
72870,T,36346,0.4988
72871,T,36347,0.4988
72872,T,36348,0.4988
72873,H,36348,0.4988
72874,H,36348,0.4988
72875,T,36349,0.4988
72876,H,36349,0.4988
72877,H,36349,0.4988
72878,H,36349,0.4988
72879,H,36349,0.4988
72880,H,36349,0.4988
72881,H,36349,0.4987
72882,H,36349,0.4987
72883,H,36349,0.4987
72884,T,36350,0.4987
72885,H,36350,0.4987
72886,T,36351,0.4987
72887,H,36351,0.4987
72888,H,36351,0.4987
72889,T,36352,0.4987
72890,T,36353,0.4987
72891,H,36353,0.4987
72892,H,36353,0.4987
72893,H,36353,0.4987
72894,H,36353,0.4987
72895,H,36353,0.4987
72896,H,36353,0.4987
72897,H,36353,0.4987
72898,T,36354,0.4987
72899,T,36355,0.4987
72900,T,36356,0.4987
72901,T,36357,0.4987
72902,T,36358,0.4987
72903,H,36358,0.4987
72904,H,36358,0.4987
72905,T,36359,0.4987
72906,T,36360,0.4987
72907,H,36360,0.4987
72908,T,36361,0.4987
72909,H,36361,0.4987
72910,T,36362,0.4987
72911,H,36362,0.4987
72912,H,36362,0.4987
72913,H,36362,0.4987
72914,H,36362,0.4987
72915,T,36363,0.4987
72916,H,36363,0.4987
72917,H,36363,0.4987
72918,T,36364,0.4987
72919,H,36364,0.4987
72920,H,36364,0.4987
72921,T,36365,0.4987
72922,H,36365,0.4987
72923,T,36366,0.4987
72924,H,36366,0.4987
72925,H,36366,0.4987
72926,T,36367,0.4987
72927,H,36367,0.4987
72928,T,36368,0.4987
72929,H,36368,0.4987
72930,H,36368,0.4987
72931,T,36369,0.4987
72932,H,36369,0.4987
72933,T,36370,0.4987
72934,T,36371,0.4987
72935,H,36371,0.4987
72936,T,36372,0.4987
72937,H,36372,0.4987
72938,H,36372,0.4987
72939,H,36372,0.4987
72940,H,36372,0.4987
72941,T,36373,0.4987
72942,T,36374,0.4987
72943,T,36375,0.4987
72944,H,36375,0.4987
72945,H,36375,0.4987
72946,T,36376,0.4987
72947,H,36376,0.4987
72948,H,36376,0.4987
72949,T,36377,0.4987
72950,T,36378,0.4987
72951,T,36379,0.4987
72952,T,36380,0.4987
72953,T,36381,0.4987
72954,H,36381,0.4987
72955,T,36382,0.4987
72956,H,36382,0.4987
72957,H,36382,0.4987
72958,T,36383,0.4987
72959,T,36384,0.4987
72960,T,36385,0.4987
72961,H,36385,0.4987
72962,T,36386,0.4987
72963,T,36387,0.4987
72964,H,36387,0.4987
72965,T,36388,0.4987
72966,H,36388,0.4987
72967,H,36388,0.4987
72968,T,36389,0.4987
72969,T,36390,0.4987
72970,H,36390,0.4987
72971,T,36391,0.4987
72972,T,36392,0.4987
72973,H,36392,0.4987
72974,H,36392,0.4987
72975,H,36392,0.4987
72976,T,36393,0.4987
72977,H,36393,0.4987
72978,T,36394,0.4987
72979,T,36395,0.4987
72980,T,36396,0.4987
72981,T,36397,0.4987
72982,H,36397,0.4987
72983,T,36398,0.4987
72984,H,36398,0.4987
72985,T,36399,0.4987
72986,H,36399,0.4987
72987,T,36400,0.4987
72988,T,36401,0.4987
72989,H,36401,0.4987
72990,T,36402,0.4987
72991,H,36402,0.4987
72992,H,36402,0.4987
72993,T,36403,0.4987
72994,T,36404,0.4987
72995,T,36405,0.4987
72996,T,36406,0.4987
72997,H,36406,0.4987
72998,T,36407,0.4987
72999,H,36407,0.4987
73000,T,36408,0.4987
73001,H,36408,0.4987
73002,T,36409,0.4987
73003,H,36409,0.4987
73004,T,36410,0.4987
73005,T,36411,0.4987
73006,T,36412,0.4988
73007,T,36413,0.4988
73008,H,36413,0.4988
73009,H,36413,0.4987
73010,T,36414,0.4988
73011,T,36415,0.4988
73012,T,36416,0.4988
73013,T,36417,0.4988
73014,H,36417,0.4988
73015,T,36418,0.4988
73016,T,36419,0.4988
73017,T,36420,0.4988
73018,T,36421,0.4988
73019,H,36421,0.4988
73020,T,36422,0.4988
73021,H,36422,0.4988
73022,H,36422,0.4988
73023,T,36423,0.4988
73024,H,36423,0.4988
73025,H,36423,0.4988
73026,H,36423,0.4988
73027,H,36423,0.4988
73028,H,36423,0.4988
73029,T,36424,0.4988
73030,H,36424,0.4988
73031,H,36424,0.4987
73032,T,36425,0.4988
73033,T,36426,0.4988
73034,H,36426,0.4988
73035,H,36426,0.4987
73036,T,36427,0.4988
73037,T,36428,0.4988
73038,H,36428,0.4988
73039,H,36428,0.4987
73040,H,36428,0.4987
73041,T,36429,0.4987
73042,H,36429,0.4987
73043,T,36430,0.4987
73044,H,36430,0.4987
73045,T,36431,0.4987
73046,T,36432,0.4988
73047,T,36433,0.4988
73048,H,36433,0.4988
73049,H,36433,0.4987
73050,T,36434,0.4988
73051,T,36435,0.4988
73052,H,36435,0.4988
73053,T,36436,0.4988
73054,H,36436,0.4988
73055,T,36437,0.4988
73056,H,36437,0.4988
73057,H,36437,0.4987
73058,T,36438,0.4988
73059,T,36439,0.4988
73060,H,36439,0.4988
73061,H,36439,0.4987
73062,T,36440,0.4988
73063,T,36441,0.4988
73064,T,36442,0.4988
73065,H,36442,0.4988
73066,T,36443,0.4988
73067,H,36443,0.4988
73068,H,36443,0.4988
73069,H,36443,0.4987
73070,H,36443,0.4987
73071,H,36443,0.4987
73072,T,36444,0.4987
73073,T,36445,0.4987
73074,T,36446,0.4988
73075,T,36447,0.4988
73076,H,36447,0.4988
73077,T,36448,0.4988
73078,T,36449,0.4988
73079,T,36450,0.4988
73080,H,36450,0.4988
73081,T,36451,0.4988
73082,H,36451,0.4988
73083,H,36451,0.4988
73084,H,36451,0.4988
73085,T,36452,0.4988
73086,T,36453,0.4988
73087,H,36453,0.4988
73088,T,36454,0.4988
73089,T,36455,0.4988
73090,H,36455,0.4988
73091,T,36456,0.4988
73092,H,36456,0.4988
73093,T,36457,0.4988
73094,T,36458,0.4988
73095,T,36459,0.4988
73096,T,36460,0.4988
73097,T,36461,0.4988
73098,H,36461,0.4988
73099,T,36462,0.4988
73100,T,36463,0.4988
73101,T,36464,0.4988
73102,T,36465,0.4988
73103,H,36465,0.4988
73104,T,36466,0.4988
73105,T,36467,0.4988
73106,H,36467,0.4988
73107,T,36468,0.4988
73108,T,36469,0.4988
73109,T,36470,0.4988
73110,T,36471,0.4989
73111,H,36471,0.4988
73112,H,36471,0.4988
73113,T,36472,0.4988
73114,H,36472,0.4988
73115,T,36473,0.4988
73116,T,36474,0.4989
73117,T,36475,0.4989
73118,H,36475,0.4989
73119,T,36476,0.4989
73120,H,36476,0.4989
73121,H,36476,0.4988
73122,T,36477,0.4989
73123,H,36477,0.4988
73124,H,36477,0.4988
73125,T,36478,0.4988
73126,T,36479,0.4989
73127,T,36480,0.4989
73128,H,36480,0.4989
73129,H,36480,0.4988
73130,T,36481,0.4989
73131,T,36482,0.4989
73132,H,36482,0.4989
73133,H,36482,0.4988
73134,T,36483,0.4989
73135,H,36483,0.4988
73136,T,36484,0.4989
73137,T,36485,0.4989
73138,T,36486,0.4989
73139,H,36486,0.4989
73140,T,36487,0.4989
73141,T,36488,0.4989
73142,H,36488,0.4989
73143,H,36488,0.4989
73144,H,36488,0.4989
73145,T,36489,0.4989
73146,H,36489,0.4989
73147,H,36489,0.4988
73148,T,36490,0.4989
73149,T,36491,0.4989
73150,H,36491,0.4989
73151,H,36491,0.4988
73152,T,36492,0.4989
73153,H,36492,0.4988
73154,H,36492,0.4988
73155,T,36493,0.4988
73156,H,36493,0.4988
73157,T,36494,0.4988
73158,T,36495,0.4989
73159,T,36496,0.4989
73160,H,36496,0.4989
73161,T,36497,0.4989
73162,H,36497,0.4989
73163,T,36498,0.4989
73164,T,36499,0.4989
73165,H,36499,0.4989
73166,T,36500,0.4989
73167,H,36500,0.4989
73168,T,36501,0.4989
73169,H,36501,0.4989
73170,T,36502,0.4989
73171,T,36503,0.4989
73172,T,36504,0.4989
73173,H,36504,0.4989
73174,H,36504,0.4989
73175,H,36504,0.4989
73176,T,36505,0.4989
73177,T,36506,0.4989
73178,T,36507,0.4989
73179,T,36508,0.4989
73180,T,36509,0.4989
73181,T,36510,0.4989
73182,T,36511,0.4989
73183,T,36512,0.4989
73184,H,36512,0.4989
73185,H,36512,0.4989
73186,H,36512,0.4989
73187,T,36513,0.4989
73188,H,36513,0.4989
73189,T,36514,0.4989
73190,T,36515,0.4989
73191,H,36515,0.4989
73192,H,36515,0.4989
73193,H,36515,0.4989
73194,T,36516,0.4989
73195,T,36517,0.4989
73196,T,36518,0.4989
73197,T,36519,0.4989
73198,H,36519,0.4989
73199,H,36519,0.4989
73200,T,36520,0.4989
73201,T,36521,0.4989
73202,T,36522,0.4989
73203,T,36523,0.4989
73204,T,36524,0.4989
73205,H,36524,0.4989
73206,H,36524,0.4989
73207,H,36524,0.4989
73208,T,36525,0.4989
73209,H,36525,0.4989
73210,H,36525,0.4989
73211,H,36525,0.4989
73212,T,36526,0.4989
73213,H,36526,0.4989
73214,H,36526,0.4989
73215,T,36527,0.4989
73216,H,36527,0.4989
73217,H,36527,0.4989
73218,T,36528,0.4989
73219,H,36528,0.4989
73220,H,36528,0.4989
73221,T,36529,0.4989
73222,H,36529,0.4989
73223,H,36529,0.4989
73224,H,36529,0.4989
73225,T,36530,0.4989
73226,H,36530,0.4989
73227,H,36530,0.4989
73228,H,36530,0.4989
73229,T,36531,0.4989
73230,H,36531,0.4989
73231,T,36532,0.4989
73232,T,36533,0.4989
73233,H,36533,0.4989
73234,H,36533,0.4989
73235,H,36533,0.4988
73236,T,36534,0.4989
73237,H,36534,0.4988
73238,H,36534,0.4988
73239,H,36534,0.4988
73240,H,36534,0.4988
73241,T,36535,0.4988
73242,H,36535,0.4988
73243,H,36535,0.4988
73244,H,36535,0.4988
73245,T,36536,0.4988
73246,T,36537,0.4988
73247,T,36538,0.4988
73248,H,36538,0.4988
73249,H,36538,0.4988
73250,T,36539,0.4988
73251,H,36539,0.4988
73252,T,36540,0.4988
73253,T,36541,0.4988
73254,H,36541,0.4988
73255,H,36541,0.4988
73256,T,36542,0.4988
73257,H,36542,0.4988
73258,H,36542,0.4988
73259,H,36542,0.4988
73260,H,36542,0.4988
73261,T,36543,0.4988
73262,T,36544,0.4988
73263,T,36545,0.4988
73264,T,36546,0.4988
73265,H,36546,0.4988
73266,H,36546,0.4988
73267,T,36547,0.4988
73268,H,36547,0.4988
73269,T,36548,0.4988
73270,H,36548,0.4988
73271,H,36548,0.4988
73272,T,36549,0.4988
73273,T,36550,0.4988
73274,H,36550,0.4988
73275,H,36550,0.4988
73276,T,36551,0.4988
73277,T,36552,0.4988
73278,H,36552,0.4988
73279,H,36552,0.4988
73280,H,36552,0.4988
73281,H,36552,0.4988
73282,H,36552,0.4988
73283,T,36553,0.4988
73284,T,36554,0.4988
73285,T,36555,0.4988
73286,T,36556,0.4988
73287,T,36557,0.4988
73288,H,36557,0.4988
73289,H,36557,0.4988
73290,T,36558,0.4988
73291,H,36558,0.4988
73292,T,36559,0.4988
73293,H,36559,0.4988
73294,T,36560,0.4988
73295,H,36560,0.4988
73296,H,36560,0.4988
73297,T,36561,0.4988
73298,T,36562,0.4988
73299,H,36562,0.4988
73300,T,36563,0.4988
73301,H,36563,0.4988
73302,T,36564,0.4988
73303,T,36565,0.4988
73304,H,36565,0.4988
73305,T,36566,0.4988
73306,H,36566,0.4988
73307,T,36567,0.4988
73308,H,36567,0.4988
73309,T,36568,0.4988
73310,H,36568,0.4988
73311,T,36569,0.4988
73312,T,36570,0.4988
73313,H,36570,0.4988
73314,H,36570,0.4988
73315,H,36570,0.4988
73316,H,36570,0.4988
73317,T,36571,0.4988
73318,H,36571,0.4988
73319,H,36571,0.4988
73320,T,36572,0.4988
73321,H,36572,0.4988
73322,H,36572,0.4988
73323,H,36572,0.4988
73324,H,36572,0.4988
73325,H,36572,0.4988
73326,T,36573,0.4988
73327,T,36574,0.4988
73328,T,36575,0.4988
73329,H,36575,0.4988
73330,T,36576,0.4988
73331,H,36576,0.4988
73332,H,36576,0.4988
73333,T,36577,0.4988
73334,H,36577,0.4988
73335,T,36578,0.4988
73336,H,36578,0.4988
73337,H,36578,0.4988
73338,H,36578,0.4988
73339,T,36579,0.4988
73340,T,36580,0.4988
73341,T,36581,0.4988
73342,T,36582,0.4988
73343,H,36582,0.4988
73344,T,36583,0.4988
73345,T,36584,0.4988
73346,H,36584,0.4988
73347,H,36584,0.4988
73348,T,36585,0.4988
73349,T,36586,0.4988
73350,T,36587,0.4988
73351,H,36587,0.4988
73352,T,36588,0.4988
73353,T,36589,0.4988
73354,T,36590,0.4988
73355,T,36591,0.4988
73356,H,36591,0.4988
73357,H,36591,0.4988
73358,T,36592,0.4988
73359,H,36592,0.4988
73360,T,36593,0.4988
73361,H,36593,0.4988
73362,T,36594,0.4988
73363,T,36595,0.4988
73364,H,36595,0.4988
73365,H,36595,0.4988
73366,H,36595,0.4988
73367,T,36596,0.4988
73368,T,36597,0.4988
73369,T,36598,0.4988
73370,T,36599,0.4988
73371,H,36599,0.4988
73372,T,36600,0.4988
73373,T,36601,0.4988
73374,T,36602,0.4988
73375,H,36602,0.4988
73376,H,36602,0.4988
73377,T,36603,0.4988
73378,H,36603,0.4988
73379,H,36603,0.4988
73380,H,36603,0.4988
73381,T,36604,0.4988
73382,T,36605,0.4988
73383,H,36605,0.4988
73384,T,36606,0.4988
73385,T,36607,0.4988
73386,H,36607,0.4988
73387,H,36607,0.4988
73388,H,36607,0.4988
73389,T,36608,0.4988
73390,H,36608,0.4988
73391,H,36608,0.4988
73392,T,36609,0.4988
73393,H,36609,0.4988
73394,H,36609,0.4988
73395,H,36609,0.4988
